datetime date price_m1 price_m2 price_m3 p1_charge_mw p1_discharge_mw p2_charge_mw p2_discharge_mw p3_charge_mw p3_discharge_mw soc_mwh revenue_m1 revenue_m2 revenue_m3 total_revenue p_charge p_discharge
"2018-01-01 00:00:00" 2018-01-01 48.47 52.18 48.6 2.0 0.0 0.0 0.0 0.0 0.0 1.95 -48.47 0.0 0.0 -48.47 2.0 0.0
"2018-01-01 00:30:00" 2018-01-01 49.81 51.6 48.6 0.0 0.0 0.0 0.0 0.0 0.0 1.95 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 01:00:00" 2018-01-01 53.65 55.14 48.6 0.0 0.0 0.0 1.705 0.0 0.0 1.0526316 0.0 47.00685 0.0 47.00685 0.0 1.705
"2018-01-01 01:30:00" 2018-01-01 52.48 55.84 48.6 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 55.84 0.0 55.84 0.0 2.0
"2018-01-01 02:00:00" 2018-01-01 47.25 49.96 48.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 02:30:00" 2018-01-01 47.18 52.16 48.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 03:00:00" 2018-01-01 40.24 47.12 48.6 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -40.24 42.5258 0.0 2.2857999999999947 2.0 1.805
"2018-01-01 03:30:00" 2018-01-01 38.56 42.4 48.6 2.0 0.0 0.0 0.0 0.0 0.0 0.95 -38.56 0.0 0.0 -38.56 2.0 0.0
"2018-01-01 04:00:00" 2018-01-01 37.55 38.9 48.6 2.0 0.0 0.0 0.0 0.0 0.0 1.9 -37.55 0.0 0.0 -37.55 2.0 0.0
"2018-01-01 04:30:00" 2018-01-01 36.56 41.24 48.6 2.0 0.0 0.0 0.0 0.0 0.0 2.85 -36.56 0.0 0.0 -36.56 2.0 0.0
"2018-01-01 05:00:00" 2018-01-01 39.25 42.51 48.6 2.0 0.0 0.0 0.0 0.0 0.0 3.8 -39.25 0.0 0.0 -39.25 2.0 0.0
"2018-01-01 05:30:00" 2018-01-01 41.23 46.33 48.6 2.0 0.0 0.0 1.425 0.0 0.0 4.0 -41.23 33.010125 0.0 -8.219874999999995 2.0 1.425
"2018-01-01 06:00:00" 2018-01-01 45.68 52.32 48.6 0.0 0.0 0.0 2.0 0.0 0.0 2.9473684 0.0 52.32 0.0 52.32 0.0 2.0
"2018-01-01 06:30:00" 2018-01-01 44.83 48.27 48.6 0.64819945 0.0 0.0 0.0 0.0 0.0 3.2552632 -14.529390671749999 0.0 0.0 -14.529390671749999 0.64819945 0.0
"2018-01-01 07:00:00" 2018-01-01 48.87 53.35 48.6 0.0 0.0 0.0 2.0 0.0 0.0 2.2026316 0.0 53.35 0.0 53.35 0.0 2.0
"2018-01-01 07:30:00" 2018-01-01 50.73 50.94 48.6 0.0 0.0 0.0 2.0 0.0 0.0 1.15 0.0 50.94 0.0 50.94 0.0 2.0
"2018-01-01 08:00:00" 2018-01-01 45.01 47.7 48.6 0.0 0.0 0.0 0.0 0.0 0.0 1.15 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 08:30:00" 2018-01-01 48.87 48.96 48.6 0.0 0.0 0.0 0.0 0.0 0.0 1.15 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 09:00:00" 2018-01-01 44.41 45.16 48.6 2.0 0.0 0.0 0.0 0.0 0.0 2.1 -44.41 0.0 0.0 -44.41 2.0 0.0
"2018-01-01 09:30:00" 2018-01-01 42.59 44.03 48.6 2.0 0.0 0.0 0.0 0.0 0.0 3.05 -42.59 0.0 0.0 -42.59 2.0 0.0
"2018-01-01 10:00:00" 2018-01-01 46.15 47.4 48.6 0.0 0.0 0.0 0.0 0.0 0.0 3.05 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 10:30:00" 2018-01-01 46.19 41.34 48.6 0.0 0.0 2.0 0.0 0.0 0.0 4.0 0.0 -41.34 0.0 -41.34 2.0 0.0
"2018-01-01 11:00:00" 2018-01-01 54.83 51.46 48.6 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 11:30:00" 2018-01-01 60.57 59.84 48.6 0.0 2.0 0.0 0.0 0.0 0.0 2.9473684 60.57 0.0 0.0 60.57 0.0 2.0
"2018-01-01 12:00:00" 2018-01-01 58.75 60.6 48.6 0.0 0.0 0.0 2.0 0.0 0.0 1.8947368 0.0 60.6 0.0 60.6 0.0 2.0
"2018-01-01 12:30:00" 2018-01-01 59.88 55.7 48.6 0.0 0.0 0.0 0.0 0.0 0.0 1.8947368 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 13:00:00" 2018-01-01 58.03 54.58 48.6 0.0 0.0 0.43213296 0.0 0.0 0.0 2.1 0.0 -11.7929084784 0.0 -11.7929084784 0.43213296 0.0
"2018-01-01 13:30:00" 2018-01-01 59.72 57.71 48.6 0.0 0.0 0.0 0.0 0.0 0.0 2.1 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 14:00:00" 2018-01-01 55.94 52.57 48.6 0.0 0.0 2.0 0.0 0.0 0.0 3.05 0.0 -52.57 0.0 -52.57 2.0 0.0
"2018-01-01 14:30:00" 2018-01-01 52.55 59.08 48.6 2.0 0.0 0.0 0.0 0.0 0.0 4.0 -52.55 0.0 0.0 -52.55 2.0 0.0
"2018-01-01 15:00:00" 2018-01-01 59.43 69.78 48.6 2.0 0.0 0.0 2.0 0.0 0.0 3.8973684 -59.43 69.78 0.0 10.350000000000001 2.0 2.0
"2018-01-01 15:30:00" 2018-01-01 61.01 69.28 48.6 2.0 0.0 0.0 2.0 0.0 0.0 3.7947368 -61.01 69.28 0.0 8.270000000000003 2.0 2.0
"2018-01-01 16:00:00" 2018-01-01 63.07 74.56 48.6 0.0 0.0 0.0 2.0 0.0 0.0 2.7421053 0.0 74.56 0.0 74.56 0.0 2.0
"2018-01-01 16:30:00" 2018-01-01 64.91 71.87 48.6 0.0 0.0 0.0 2.0 0.0 0.0 1.6894737 0.0 71.87 0.0 71.87 0.0 2.0
"2018-01-01 17:00:00" 2018-01-01 63.27 72.77 48.6 0.0 0.0 0.0 2.0 0.0 0.0 0.63684211 0.0 72.77 0.0 72.77 0.0 2.0
"2018-01-01 17:30:00" 2018-01-01 61.55 70.17 48.6 0.87534626 0.0 0.0 2.0 0.0 0.0 0.0 -26.9387811515 70.17 0.0 43.231218848500006 0.87534626 2.0
"2018-01-01 18:00:00" 2018-01-01 58.82 64.53 48.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 18:30:00" 2018-01-01 55.67 62.36 48.6 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -55.67 56.2799 0.0 0.6098999999999961 2.0 1.805
"2018-01-01 19:00:00" 2018-01-01 46.13 53.9 48.6 2.0 0.0 0.0 1.415 0.0 0.0 0.20526316 -46.13 38.13425 0.0 -7.995750000000001 2.0 1.415
"2018-01-01 19:30:00" 2018-01-01 47.03 53.72 48.6 2.0 0.0 0.0 0.0 0.0 0.0 1.1552632 -47.03 0.0 0.0 -47.03 2.0 0.0
"2018-01-01 20:00:00" 2018-01-01 48.91 59.55 48.6 0.0 0.0 0.0 2.0 0.0 0.0 0.10263158 0.0 59.55 0.0 59.55 0.0 2.0
"2018-01-01 20:30:00" 2018-01-01 45.87 56.0 48.6 2.0 0.0 0.0 2.0 0.0 0.0 0.0 -45.87 56.0 0.0 10.130000000000003 2.0 2.0
"2018-01-01 21:00:00" 2018-01-01 46.95 51.97 48.6 0.64819945 0.0 0.0 0.0 0.0 0.0 0.30789474 -15.21648208875 0.0 0.0 -15.21648208875 0.64819945 0.0
"2018-01-01 21:30:00" 2018-01-01 46.71 53.69 48.6 2.0 0.0 0.0 2.0 0.0 0.0 0.20526316 -46.71 53.69 0.0 6.979999999999997 2.0 2.0
"2018-01-01 22:00:00" 2018-01-01 46.08 52.36 48.6 2.0 0.0 0.0 2.0 0.0 0.0 0.10263158 -46.08 52.36 0.0 6.280000000000001 2.0 2.0
"2018-01-01 22:30:00" 2018-01-01 45.77 52.16 48.6 2.0 0.0 0.0 2.0 0.0 0.0 0.0 -45.77 52.16 0.0 6.3899999999999935 2.0 2.0
"2018-01-01 23:00:00" 2018-01-01 45.25 47.28 48.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-01 23:30:00" 2018-01-01 39.33 41.08 48.6 2.0 0.0 0.0 0.0 0.0 0.0 0.95 -39.33 0.0 0.0 -39.33 2.0 0.0
"2018-01-02 00:00:00" 2018-01-02 40.23 46.73 49.599999999999994 2.0 0.0 0.0 2.0 0.0 0.0 0.84736842 -40.23 46.73 0.0 6.5 2.0 2.0
"2018-01-02 00:30:00" 2018-01-02 40.6 44.0 49.599999999999994 0.8531856 0.0 0.0 0.0 0.0 0.0 1.2526316 -17.319667680000002 0.0 0.0 -17.319667680000002 0.8531856 0.0
"2018-01-02 01:00:00" 2018-01-02 38.95 45.09 49.599999999999994 2.0 0.0 0.0 2.0 0.0 0.0 1.15 -38.95 45.09 0.0 6.140000000000001 2.0 2.0
"2018-01-02 01:30:00" 2018-01-02 38.8 40.39 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 2.1 -38.8 0.0 0.0 -38.8 2.0 0.0
"2018-01-02 02:00:00" 2018-01-02 37.28 43.9 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 3.05 -37.28 0.0 0.0 -37.28 2.0 0.0
"2018-01-02 02:30:00" 2018-01-02 37.66 41.94 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 4.0 -37.66 0.0 0.0 -37.66 2.0 0.0
"2018-01-02 03:00:00" 2018-01-02 41.06 42.83 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 03:30:00" 2018-01-02 44.07 50.99 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 2.9473684 0.0 50.99 0.0 50.99 0.0 2.0
"2018-01-02 04:00:00" 2018-01-02 42.21 45.7 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 3.8973684 -42.21 0.0 0.0 -42.21 2.0 0.0
"2018-01-02 04:30:00" 2018-01-02 43.08 43.72 49.599999999999994 0.21606648 0.0 0.0 0.0 0.0 0.0 4.0 -4.6540719792 0.0 0.0 -4.6540719792 0.21606648 0.0
"2018-01-02 05:00:00" 2018-01-02 54.59 58.99 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 2.9473684 0.0 58.99 0.0 58.99 0.0 2.0
"2018-01-02 05:30:00" 2018-01-02 55.53 62.02 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 1.8947368 0.0 62.02 0.0 62.02 0.0 2.0
"2018-01-02 06:00:00" 2018-01-02 58.52 58.82 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 0.84210526 0.0 58.82 0.0 58.82 0.0 2.0
"2018-01-02 06:30:00" 2018-01-02 48.16 53.53 49.599999999999994 0.65927978 0.0 0.0 2.0 0.0 0.0 0.10263158 -15.875457102399999 53.53 0.0 37.6545428976 0.65927978 2.0
"2018-01-02 07:00:00" 2018-01-02 43.64 45.42 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 1.0526316 -43.64 0.0 0.0 -43.64 2.0 0.0
"2018-01-02 07:30:00" 2018-01-02 48.24 50.04 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 1.0526316 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 08:00:00" 2018-01-02 51.96 52.79 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 1.0526316 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 08:30:00" 2018-01-02 53.68 54.05 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 54.05 0.0 54.05 0.0 2.0
"2018-01-02 09:00:00" 2018-01-02 50.84 50.6 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 09:30:00" 2018-01-02 50.46 47.37 49.599999999999994 0.0 0.0 2.0 0.0 0.0 0.0 0.95 0.0 -47.37 0.0 -47.37 2.0 0.0
"2018-01-02 10:00:00" 2018-01-02 51.01 51.28 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.95 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 10:30:00" 2018-01-02 51.98 49.43 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.95 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 11:00:00" 2018-01-02 52.38 51.11 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.95 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 11:30:00" 2018-01-02 52.59 48.85 49.599999999999994 0.0 1.805 0.0 0.0 0.0 0.0 0.0 47.462475000000005 0.0 0.0 47.462475000000005 0.0 1.805
"2018-01-02 12:00:00" 2018-01-02 51.94 47.34 49.599999999999994 0.0 0.0 0.42105263 0.0 0.0 0.0 0.2 0.0 -9.9663157521 0.0 -9.9663157521 0.42105263 0.0
"2018-01-02 12:30:00" 2018-01-02 50.2 49.07 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 13:00:00" 2018-01-02 46.63 45.88 49.599999999999994 0.0 0.0 2.0 0.0 0.0 0.0 1.15 0.0 -45.88 0.0 -45.88 2.0 0.0
"2018-01-02 13:30:00" 2018-01-02 45.63 47.57 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 2.1 -45.63 0.0 0.0 -45.63 2.0 0.0
"2018-01-02 14:00:00" 2018-01-02 46.09 41.79 49.599999999999994 0.0 0.0 2.0 0.0 0.0 0.0 3.05 0.0 -41.79 0.0 -41.79 2.0 0.0
"2018-01-02 14:30:00" 2018-01-02 45.56 47.0 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 4.0 -45.56 0.0 0.0 -45.56 2.0 0.0
"2018-01-02 15:00:00" 2018-01-02 54.11 59.94 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 15:30:00" 2018-01-02 55.46 64.36 49.599999999999994 0.21606648 0.0 0.0 2.0 0.0 0.0 3.05 -5.9915234904000005 64.36 0.0 58.3684765096 0.21606648 2.0
"2018-01-02 16:00:00" 2018-01-02 53.69 60.36 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 4.0 -53.69 0.0 0.0 -53.69 2.0 0.0
"2018-01-02 16:30:00" 2018-01-02 64.71 69.98 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 17:00:00" 2018-01-02 77.94 89.69 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 2.9473684 0.0 89.69 0.0 89.69 0.0 2.0
"2018-01-02 17:30:00" 2018-01-02 73.13 82.11 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 1.8947368 0.0 82.11 0.0 82.11 0.0 2.0
"2018-01-02 18:00:00" 2018-01-02 71.63 81.76 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 0.84210526 0.0 81.76 0.0 81.76 0.0 2.0
"2018-01-02 18:30:00" 2018-01-02 65.18 76.6 49.599999999999994 0.4432133 0.0 0.0 2.0 0.0 0.0 0.0 -14.444321447 76.6 0.0 62.155678552999994 0.4432133 2.0
"2018-01-02 19:00:00" 2018-01-02 60.09 65.73 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 19:30:00" 2018-01-02 54.67 65.84 49.599999999999994 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -54.67 59.4206 0.0 4.750599999999999 2.0 1.805
"2018-01-02 20:00:00" 2018-01-02 53.43 61.01 49.599999999999994 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -53.43 55.061524999999996 0.0 1.6315249999999963 2.0 1.805
"2018-01-02 20:30:00" 2018-01-02 49.58 57.08 49.599999999999994 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -49.58 51.5147 0.0 1.9346999999999994 2.0 1.805
"2018-01-02 21:00:00" 2018-01-02 50.96 53.23 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 21:30:00" 2018-01-02 47.73 47.74 49.599999999999994 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-02 22:00:00" 2018-01-02 47.42 52.26 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 0.95 -47.42 0.0 0.0 -47.42 2.0 0.0
"2018-01-02 22:30:00" 2018-01-02 47.13 51.98 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 1.9 -47.13 0.0 0.0 -47.13 2.0 0.0
"2018-01-02 23:00:00" 2018-01-02 48.52 53.04 49.599999999999994 0.0 0.0 0.0 2.0 0.0 0.0 0.84736842 0.0 53.04 0.0 53.04 0.0 2.0
"2018-01-02 23:30:00" 2018-01-02 43.08 46.83 49.599999999999994 2.0 0.0 0.0 0.0 0.0 0.0 1.7973684 -43.08 0.0 0.0 -43.08 2.0 0.0
"2018-01-03 00:00:00" 2018-01-03 45.97 47.71 48.2 2.0 0.0 0.0 0.0 0.0 0.0 2.7473684 -45.97 0.0 0.0 -45.97 2.0 0.0
"2018-01-03 00:30:00" 2018-01-03 47.84 54.8 48.2 0.0 0.0 0.0 2.0 0.0 0.0 1.6947368 0.0 54.8 0.0 54.8 0.0 2.0
"2018-01-03 01:00:00" 2018-01-03 51.28 54.93 48.2 0.0 0.0 0.0 2.0 0.0 0.0 0.64210526 0.0 54.93 0.0 54.93 0.0 2.0
"2018-01-03 01:30:00" 2018-01-03 49.45 52.26 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.64210526 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 02:00:00" 2018-01-03 48.71 52.08 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.64210526 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 02:30:00" 2018-01-03 49.83 50.5 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.64210526 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 03:00:00" 2018-01-03 47.58 52.88 48.2 1.5124654 0.0 0.0 2.0 0.0 0.0 0.30789474 -35.981551866 52.88 0.0 16.898448134000006 1.5124654 2.0
"2018-01-03 03:30:00" 2018-01-03 46.51 52.39 48.2 2.0 0.0 0.0 0.0 0.0 0.0 1.2578947 -46.51 0.0 0.0 -46.51 2.0 0.0
"2018-01-03 04:00:00" 2018-01-03 44.08 45.6 48.2 2.0 0.0 0.0 0.0 0.0 0.0 2.2078947 -44.08 0.0 0.0 -44.08 2.0 0.0
"2018-01-03 04:30:00" 2018-01-03 44.35 50.63 48.2 2.0 0.0 0.0 0.0 0.0 0.0 3.1578947 -44.35 0.0 0.0 -44.35 2.0 0.0
"2018-01-03 05:00:00" 2018-01-03 49.61 49.82 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.1578947 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 05:30:00" 2018-01-03 48.31 49.75 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.1578947 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 06:00:00" 2018-01-03 55.74 59.87 48.2 0.0 0.0 0.0 2.0 0.0 0.0 2.1052632 0.0 59.87 0.0 59.87 0.0 2.0
"2018-01-03 06:30:00" 2018-01-03 49.69 50.09 48.2 0.0 0.0 0.0 0.0 0.0 0.0 2.1052632 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 07:00:00" 2018-01-03 52.0 53.25 48.2 0.0 0.0 0.0 2.0 0.0 0.0 1.0526316 0.0 53.25 0.0 53.25 0.0 2.0
"2018-01-03 07:30:00" 2018-01-03 55.73 62.01 48.2 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 62.01 0.0 62.01 0.0 2.0
"2018-01-03 08:00:00" 2018-01-03 44.06 44.08 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 08:30:00" 2018-01-03 45.36 45.39 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 09:00:00" 2018-01-03 44.43 40.47 48.2 0.0 0.0 2.0 0.0 0.0 0.0 0.95 0.0 -40.47 0.0 -40.47 2.0 0.0
"2018-01-03 09:30:00" 2018-01-03 44.16 40.01 48.2 0.0 0.0 2.0 0.0 0.0 0.0 1.9 0.0 -40.01 0.0 -40.01 2.0 0.0
"2018-01-03 10:00:00" 2018-01-03 43.72 40.92 48.2 0.0 0.0 2.0 0.0 0.0 0.0 2.85 0.0 -40.92 0.0 -40.92 2.0 0.0
"2018-01-03 10:30:00" 2018-01-03 45.01 42.14 48.2 0.0 0.0 0.0 0.0 0.0 0.0 2.85 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 11:00:00" 2018-01-03 43.46 40.86 48.2 0.0 0.0 2.0 0.0 0.0 0.0 3.8 0.0 -40.86 0.0 -40.86 2.0 0.0
"2018-01-03 11:30:00" 2018-01-03 43.07 44.47 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 12:00:00" 2018-01-03 43.43 42.3 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 12:30:00" 2018-01-03 43.82 42.64 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 13:00:00" 2018-01-03 44.24 45.08 48.2 0.0 0.0 0.0 0.0 0.0 0.0 3.8 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 13:30:00" 2018-01-03 43.94 40.94 48.2 0.0 0.0 0.42105263 0.0 0.0 0.0 4.0 0.0 -8.6189473361 0.0 -8.6189473361 0.42105263 0.0
"2018-01-03 14:00:00" 2018-01-03 43.91 45.46 48.2 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 14:30:00" 2018-01-03 44.08 44.39 48.2 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 15:00:00" 2018-01-03 50.25 56.04 48.2 2.0 0.0 0.0 1.805 0.0 0.0 4.0 -50.25 50.5761 0.0 0.3260999999999967 2.0 1.805
"2018-01-03 15:30:00" 2018-01-03 51.74 61.39 48.2 2.0 0.0 0.0 2.0 0.0 0.0 3.8973684 -51.74 61.39 0.0 9.649999999999999 2.0 2.0
"2018-01-03 16:00:00" 2018-01-03 50.68 58.29 48.2 2.0 0.0 0.0 1.61 0.0 0.0 4.0 -50.68 46.92345 0.0 -3.756549999999997 2.0 1.61
"2018-01-03 16:30:00" 2018-01-03 66.99 75.42 48.2 0.4432133 0.0 0.0 2.0 0.0 0.0 3.1578947 -14.845429483499998 75.42 0.0 60.5745705165 0.4432133 2.0
"2018-01-03 17:00:00" 2018-01-03 73.14 78.2 48.2 0.0 0.0 0.0 2.0 0.0 0.0 2.1052632 0.0 78.2 0.0 78.2 0.0 2.0
"2018-01-03 17:30:00" 2018-01-03 69.96 78.44 48.2 0.0 0.0 0.0 2.0 0.0 0.0 1.0526316 0.0 78.44 0.0 78.44 0.0 2.0
"2018-01-03 18:00:00" 2018-01-03 72.91 78.14 48.2 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 78.14 0.0 78.14 0.0 2.0
"2018-01-03 18:30:00" 2018-01-03 64.53 70.24 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 19:00:00" 2018-01-03 57.9 64.04 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 19:30:00" 2018-01-03 48.41 54.23 48.2 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -48.41 48.942575 0.0 0.5325750000000014 2.0 1.805
"2018-01-03 20:00:00" 2018-01-03 47.62 53.48 48.2 2.0 0.0 0.0 1.61 0.0 0.0 0.10263158 -47.62 43.0514 0.0 -4.568599999999996 2.0 1.61
"2018-01-03 20:30:00" 2018-01-03 46.41 54.2 48.2 2.0 0.0 0.0 2.0 0.0 0.0 0.0 -46.41 54.2 0.0 7.790000000000006 2.0 2.0
"2018-01-03 21:00:00" 2018-01-03 46.58 48.56 48.2 2.0 0.0 0.0 0.0 0.0 0.0 0.95 -46.58 0.0 0.0 -46.58 2.0 0.0
"2018-01-03 21:30:00" 2018-01-03 46.71 52.01 48.2 0.21606648 0.0 0.0 2.0 0.0 0.0 0.0 -5.0462326404 52.01 0.0 46.9637673596 0.21606648 2.0
"2018-01-03 22:00:00" 2018-01-03 43.22 48.64 48.2 2.0 0.0 0.0 1.805 0.0 0.0 0.0 -43.22 43.8976 0.0 0.6775999999999982 2.0 1.805
"2018-01-03 22:30:00" 2018-01-03 42.18 45.84 48.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
"2018-01-03 23:00:00" 2018-01-03 41.4 46.26 48.2 2.0 0.0 0.0 0.0 0.0 0.0 0.95 -41.4 0.0 0.0 -41.4 2.0 0.0
"2018-01-03 23:30:00" 2018-01-03 40.08 44.12 48.2 2.0 0.0 0.0 0.0 0.0 0.0 1.9 -40.08 0.0 0.0 -40.08 2.0 0.0
"2018-01-04 00:00:00" 2018-01-04 40.31 41.86 50.4 2.0 0.0 0.0 0.0 0.0 0.0 2.85 -40.31 0.0 0.0 -40.31 2.0 0.0
"2018-01-04 00:30:00" 2018-01-04 41.76 45.68 50.4 0.63711911 0.0 0.0 0.0 0.0 0.0 3.1526316 -13.303047016799999 0.0 0.0 -13.303047016799999 0.63711911 0.0
"2018-01-04 01:00:00" 2018-01-04 42.68 48.75 50.4 0.0 0.0 0.0 2.0 0.0 0.0 2.1 0.0 48.75 0.0 48.75 0.0 2.0
"2018-01-04 01:30:00" 2018-01-04 40.63 43.61 50.4 2.0 0.0 0.0 0.0 0.0 0.0 3.05 -40.63 0.0 0.0 -40.63 2.0 0.0
"2018-01-04 02:00:00" 2018-01-04 39.87 42.01 50.4 2.0 0.0 0.0 0.0 0.0 0.0 4.0 -39.87 0.0 0.0 -39.87 2.0 0.0
"2018-01-04 02:30:00" 2018-01-04 40.26 46.6 50.4 2.0 0.0 0.0 1.805 0.0 0.0 4.0 -40.26 42.0565 0.0 1.7965000000000018 2.0 1.805
"2018-01-04 03:00:00" 2018-01-04 43.24 47.88 50.4 0.0 0.0 0.0 1.61 0.0 0.0 3.1526316 0.0 38.543400000000005 0.0 38.543400000000005 0.0 1.61
"2018-01-04 03:30:00" 2018-01-04 43.31 50.03 50.4 0.0 0.0 0.0 2.0 0.0 0.0 2.1 0.0 50.03 0.0 50.03 0.0 2.0
"2018-01-04 04:00:00" 2018-01-04 43.17 43.81 50.4 2.0 0.0 0.0 0.0 0.0 0.0 3.05 -43.17 0.0 0.0 -43.17 2.0 0.0
